Ticker,Current Ratio,Current ROA (TTM),Current ROI (TTM),Current ROE (TTM),Price/Cash Flow,PEG Ratio,P/E (Trailing 12 Months),5 Yr Historical Sales Growth,Annual Sales,Long Term Debt ,Book Value,Net Margin,5 Yr Hist. Div. Growth %,Dividend ,Cash Flow ,Net Income ,EBITDA ,5 Yr. Hist. EPS Growth,Beta,52 Week High,Last Close,Shares Outstanding ,12 Mo Trailing EPS,% Rating Hold,% Rating Strong Sell or Sell,% Rating Strong Buy or Buy,Market Cap 
STV,2.85,14.1,21.41,21.61,4.13,0.64,4.72,13.28,99.1,0,3.67,0.41,,0,45.304,40.27,45.08,2.31,0.88,7.13,3.26,57.37,0.69,50,0,50,187.04
STVI,2.17,-31.37,-48.02,-48.02,,,,,19.2,0,0.18,-0.18,,0,-1.157,-3.5,-1.14601,,4.12,3.05,1.49,37.72,,,,,56.2
STWD,25.58,5.25,5.49,8.31,21.29,1.56,12.79,,204.97,1156.70996,18.98,0.58,,1.74,89.943,119.37,79.25,,0.09,22.79,20.59,93.19,1.61,16.67,0,83.33,1918.7
STX,2.28,10.91,17.57,35.65,8.36,0.09,11.82,-1.7,10971,2952,7.45,0.05,19.336,0.18,1332,511,1547,4.84,2.25,28.33,25.89,448.73,2.19,27.78,5.56,66.67,11617.52
STXS,0.84,-68.66,-951.9,,,,,7.22,41.99,17.29,-0.34,-0.76,,0,-28.941,-32.03,-25.43001,,1.54,4.03,0.4002,56.29,-0.58,33.33,0,66.67,22.53
STXXQ,,,,,,,,,,,,,,0,,,,,1.46,0.05,0.0022,22.65,,,,,0.05
STYLA,,,,,,,,,,,,,,0,,,,,115.92,0.05,0.0001,8.93,,,,,0
STZ,1.7,6.91,9.28,18.33,6.66,1.18,8.95,-12.69,2654.3,2421.3999,13.4,0.17,,0,636.20001,445,863.40002,9.64,1.05,24.69,21.21,199.68,2.37,50,0,50,4235.15
STZ.B,1.7,6.92,9.28,18.34,0.78,,8.92,-10.22,2654.3,2421.3999,113.5,0.17,,0,636.20001,445,863.40002,14.44,1.05,24.74,21.13,23.58,2.37,,,,498.2
SU,1.37,7.59,11.48,14.51,4.87,0.6,8.84,23.93,39917.33,10124.04003,24.81,0.11,27.027,0.43896,9691.57714,4355.64013,11153.24023,-5.23,1.72,46.17,29.96,1561.81,3.39,0,0,100,46791.86
SUBCY,,,,,20.84,0.86,,,2369,435.29998,,,4.618,0,220.8,313,399.20001,,2.01,27.5,24.95,341.39,,0,0,100,8517.68
SUBK,0.85,-0.01,-0.05,-0.06,24.85,,,-2.11,85.55,0,14.04,0,-6.1133,0,4.73199,-0.07001,1.15999,-78.04,0.66,18.5,12.09,9.73,0,,,,117.6
SUGBY,,,,,,,,,,,,,,0,,,,,0,99.05,99.05,25.81,,,,,2556.88
SUI,,0.13,0.13,,11.62,,,4.05,289.18,1397.21997,-4.64,0,0,3.15,77.50499,0.12999,140.63999,,1.59,43.61,41.5,26.47,,50,25,25,1098.34
SUMR,2.5,3.9,5.16,8.82,6.59,0.52,11.78,63.99,238.17,62.47,5.39,0.02,,0,14.338,3.80999,14.18999,20.18,1.15,9.22,5.42,17.76,0.46,20,0,80,96.26
SUN,1.12,-0.02,-0.05,-0.11,9.87,8.24,3762,-2.59,46916,3159,16.86,-0.04,-15.903,0.6,407,-1684,-1822,-63.54,0.71,43.06,37.62,106.88,0.01,62.5,25,12.5,4020.86
SUNC,,,,,,,,,,,,,,0,,,,,-0.93,0.01,0.0008,73.03,,,,,0.06
SUNH,1.84,2.71,4.86,6.44,1.75,1.27,6.18,,1930.34,144.92999,8.91,-0.15,,0,92.538,-291.766,,,0.04,14.04,6.49,25.17,1.05,70,20,10,163.34
SUNS,0.64,1.41,1.49,1.49,59.74,,65.4,,7.89,0,18.15,0.33,,0.55,2.59999,2.59999,2.82999,,0.14,18.83,16.35,9.5,0.25,33.33,0,66.67,155.32
SUP,5.9,6.72,9.02,9.02,7.18,,12.91,-5.73,822.17,0,16.95,0.08,0,0.47999,69.83899,67.16,69.44999,290.53,1.2,25.34,18.46,27.19,1.43,100,0,0,501.91
SUPR,,,,,,,,,175.66,302.48999,,,,0,-31.24901,-19.88,-5.99,,7.18,0.32,0.0025,12.56,,,,,0.03
SUPX,9.59,2.31,2.63,2.63,16.31,,45.8,-4.9,83.17,0,15.29,,,0,14.58199,12.27999,20.07999,-19.98,0.88,22.52,18.32,12.06,0.4,75,0,25,220.96
SURE,0.92,-36.39,-38.67,-38.67,,,,,0.01,0,,,,0,-0.08101,-0.08,-0.07801,,0.12,0.47,0.19,96.7,0,,,,18.37
SURG,5.73,8.7,13.12,13.12,20.11,0.92,22,4.59,55.85,0,2.14,0.1,,0,7.373,5.63,10.01,37.86,1.03,7.42,5.94,25.18,0.27,33.33,0,66.67,149.56
SURW,0.81,0.12,0.16,0.28,4.91,,376.17,3.8,248.05,196.86999,18.5,0.01,-21.68301,0.25999,64.72,1.79999,78.66999,-24.05,0.42,22.73,22.57,14.33,0.06,33.33,33.33,33.33,323.43
SUSQ,0.9,0.38,1.67,2.66,16.16,1.65,23.22,3.95,777.44,727.73999,13.97,0.07,-54.09001,0.07999,92.285,54.9,167.85,-40.86,1.1,10.2,9.52,187.9,0.41,38.46,0,61.54,1788.81
SUSS,1.62,4.67,6.77,18.32,5.31,1.53,9.37,13.27,5194.17,449.82998,16.33,0.01,,0,98.427,47.45,165.17999,39.74,0.67,27.7,25.48,20.95,2.72,40,0,60,533.93
SUTR,1.65,3.66,6.71,7.68,1.94,0.11,2.71,9.4,431.7,23.62,5.11,0.03,,0,21.68499,14,33.08,-21.06,2.23,1.73,1.03,40.35,0.38,0,0,100,41.56
SUVZ,,,,,,,,,,,,,,0,,,,,4.6,1.01,0.06,0.11,,,,,0.01
SUWG,4.25,11.99,19.49,19.49,0.08,,0.56,,23.02,0,1.75,,,0,34.87099,30.51,35.4,,1.01,1.75,0.15,18.5,0.27,,,,2.78
SUWN,4.84,-12.67,-13.95,-13.95,,,,-24.23,9.58,0,0.18,-0.55,,0,-3.6,-5.25,-3.6,,1.54,0.48,0.28,157.36,,,,,44.06
SVA,3.67,-0.52,-0.69,-0.75,24.47,,,-1.99,56.84,10.05,2.58,-0.01,,0,-4.277,-0.84501,-7.90001,,1.98,4.12,1.78,54.64,-0.02,100,0,0,97.26
SVAFF,,,,,,,,,,,,,,0,,,,,-3.24,2.2,2.2,6.77,,,,,14.89
SVBI,1.23,0.13,0.5,1.15,14.06,,,-10.96,47.01,139.11,10.52,0.03,-26.101,0,2.61999,1.21,8.78999,,0.37,4.82,3.66,10.07,-0.06,,,,36.85
SVBL,,,,,,,,,,0,,,,0,-9.09001,-9.4,-9.09001,,2.26,1.12,0.545,136.16,,0,0,100,74.21
SVFO,,,,,,,,,,,,,,0,,,,,0.51,0,0.0002,15.36,,,,,0
SVIN,,,,,,,,,30.07,,,,,0,,-1.71001,,,0.59,11.5,10.5,0.81,,,,,8.45
SVM,4.09,15.11,17.12,17.12,16.01,,13.54,55.7,167.33,0,2.93,,10.265,0.09109,70.94499,68.83999,117.73999,56.54,1.11,14.49,6.5,170.62,0.48,66.67,0,33.33,1109.02
SVN,0.77,5.35,8.9,8.9,14.09,0.73,31.15,,318.3,0,4.83,0.06,,0,45.222,18.1,51.18999,,0.63,22.98,12.77,49.88,0.41,12.5,0,87.5,637.01
SVNDY,1.07,,,,7.75,,10.75,,58124.4,5757.45019,52.9,,,0,3328.27294,1365.36999,4635.02001,,0.02,60.5,58.79,443.22,5.47,,,,26056.96
SVNT,6.31,-42.15,-49.73,-321.5,,,,-28.29,9.56,175.44999,-0.12,-10.67,,0,-91.977,-102.02,-103.03,,1.91,11.62,2.07,71.76,-1.45,55.56,33.33,11.11,148.54
SVRTY,,,,,,,,,,,,,,0,,,,,0.99,0.5,0.1,6,,,,,0.6
SVSA,,,,,,,,,,0.25999,,,,0,-1.16901,-1.17,-1.129,,0.75,0.31,0.29,54.09,,,,,15.69
SVSE,,,,,,,,,,,,,,0,,,,,0.6,0.01,0.0025,96.22,,,,,0.24
SVT,6.87,8.85,10.19,11.71,6.46,,7.7,2.77,34.18,3.18,10.39,0.08,11.696,0.3,3.30599,2.61999,4.03,8.61,0.8,11,9.55,2.24,1.24,,,,21.36
SVU,1.01,2.08,3.74,22.33,0.54,3.43,5.24,-3.76,36100,6348,3.51,,-17.889,0.34999,3091,-1510,1819,-16.82,1.15,11.38,6.55,212.27,1.25,64.29,21.43,14.29,1390.35
SWBCD,,,,,,,,,,,,,,0,,,,,0.51,28000,27000,,,,,,54
SWC,5.41,12.84,15.8,20.12,6.47,6.07,8.91,-0.83,905.97,196.03999,7.33,0.16,,0,207.65499,144.28999,225.42999,84.16,2.31,23.72,11.67,115.64,1.31,50,0,50,1349.46
SWDBY,1.83,0.67,1.38,12.45,7.17,,8.73,-2.14,10535.64,123592.6016,15.69,0.17,-29.27701,0.23488,1951.79394,1814.25,7712.83007,-25.29,2.43,19.65,14.49,966.79,1.66,0,0,100,14008.73
SWFT,2.1,4.26,6.15,321.94,2.38,0.66,13.64,,3333.91,1710.09997,1.09,0.03,,0,355.06201,90.55,554.89001,,0.55,14.72,10.64,85.95,0.78,28.57,0,71.43,914.47
SWGAY,,,,,,,,,,,,,,0.17445,,,,,0.01,23.79,22.6,616.8,,0,0,100,13939.68
SWHC,2.34,3.11,5.62,8.52,22.37,,65.42,11.09,392.3,50,1.56,-0.21,,0,21.14299,-82.76001,-61.91,-17.84,1.14,8.47,7.85,64.88,0.12,0,0,100,509.34
SWI,2.04,21.25,29.02,29.02,34.76,1.82,40.8,29.92,198.36,0,3.62,0.31,,0,78.079,62.43999,94.75,,0.55,41.1,37.13,72.43,0.91,30,0,70,2689.18
SWIR,2.08,-0.71,-1.02,-1.1,7.45,1.59,,13.85,578.18,25.13999,8.69,-0.05,,0,29.329,-29.37001,2.04999,-38.24,1.86,12.25,6.98,30.97,-0.1,80,0,20,216.17
SWK,1.32,5.26,8.34,11.6,9.87,,15.33,21.82,10376.4,2925.80004,41.84,0.07,7.10029,1.63999,1301,674.59997,1330.19995,1.31,1.46,81.34,76.03,170.42,4.96,30.77,0,69.23,12957.34
SWKH,,,,,,,,,,,,,,0,,,,,1.11,0.9,0.798,41.65,,,,,33.23
SWKS,4.03,15.88,18.43,18.43,13.06,1.08,17.45,15.11,1418.92,0,8.85,0.16,,0,375.86801,226.58,373.76998,42.61,1.27,31.46,26.35,188.42,1.51,17.65,0,82.35,4964.76
SWM,2.32,12.37,17.29,22.32,7.43,0.61,10.47,2.28,816.2,141,29.43,0.11,0,0.6,145.63699,92.59999,154.19999,63.61,1.13,74.12,66.9,15.94,6.39,0,0,100,1066.59
SWMX,,,,,,,,,,,,,,0,,,,,-0.29,0,0.0007,205.93,,,,,0.14
SWN,1.11,9.05,13.43,18.26,7.41,1.67,15.74,25.94,2952.91,1342.09997,11.4,0.22,,0,1345.729,637.76,1783.02001,31.68,0.6,49,28.64,349.04,1.82,56,4,40,9996.62
SWRAY,0.81,,,,,1.06,,,4674.58,3799.47998,32.99,0.89,2.77559,0.4311,,4183.31005,,,1.1,15.57,11.15,905.58,,50,0,50,10097.21
SWRF,,,,,,,,,,,,,,0,,,,,0.03,0.13,0.002,284.76,,,,,0.57
SWRI,0,-52.81,,,,,,,,0.11999,-0.14,,,0,-0.255,-0.31001,0.38999,,-0.78,0.15,0.075,14.35,-0.05,,,,1.08
SWS,1.11,-0.06,-0.47,-0.65,,4.51,,-5.68,389.82,94.70999,10.6,-0.06,-34.827,0.11999,-15.99301,-23.20001,21.51,-29.99,0.66,7.71,5.56,32.61,-0.08,66.67,0,33.33,181.29
SWSH,2.98,-4.89,-5.7,-6.57,,,,,63.65,31.02,2.02,,,0,-9.39901,-17.57,-9.35001,,0.64,10.5,2.05,173.98,-0.12,0,0,100,356.65
SWWI,68.54,-20.77,-21.13,-21.13,,,,,,0,0.18,,,0,-1.97001,-1.97001,-1.97001,,0.24,0.24,0.1,50.61,,,,,5.06
SWX,0.54,2.89,5.29,9.57,6.7,3.03,16.53,-4.56,1887.19,930.84997,26.68,0.06,5.16769,1.04499,283.29699,111.23,350.17001,8.41,0.7,43.62,41.32,46.09,2.5,42.86,28.57,28.57,1904.56
SWY,0.83,4.06,6.57,13.4,3.92,1.02,11.54,0.03,43630.2,4569.70019,10.85,0.01,19.561,0.555,1751.09997,516.70001,2308.5,-5.37,0.77,25.42,20.19,268,1.75,41.18,29.41,29.41,5410.92
SXC,1.47,,,,6.9,0.92,,,1538.9,723.09997,8,0.04,,0,142.85499,60.59999,138.8,,0.3,17.65,14.08,70.08,,40,0,60,986.78
SXCI,1.92,10.6,16.43,16.43,37.35,1.27,47.23,146.96,4975.5,0,10.76,0.02,,0,128.53599,91.77999,166.92999,53.34,0.64,78.87,76.98,62.38,1.63,35,0,65,4802.32
SXCL,54.93,-0.05,-0.06,-0.06,,,,,2.59,0,32.32,2.61,,0,-0.21,6.76,3.68,,0.73,30.3,28,10.89,-0.6,,,,304.98
SXI,2.1,8.2,13.51,16.29,10.3,,13.39,-1.6,633.75,46.5,19.33,0.06,-29.643,0.23,50.18999,35.36,66.36,21,0.97,42.61,41.38,12.66,3.09,0,0,100,523.71
SXL,0.99,6.87,13.77,31.26,8.44,2.57,12.77,4.14,10918,1448,12.01,0.03,9.85779,1.61,440.50698,313,431,20.28,0.17,41.8,37.41,99.6,2.93,71.43,14.29,14.29,3726.07
SXT,3.41,7.3,8.87,11.51,10.92,2.83,15.07,4.48,1430.79,312.42001,20.95,0.08,4.57569,0.83999,166.67399,120.48,236.89999,9.73,0.87,40.92,36.33,50.07,2.41,75,0,25,1818.97
SYA,0.05,0.71,6.89,6.89,5.02,0.93,7.83,,1999.1,0,26.43,0.1,,0.23,262.6,199.6,379.6,,0.15,14.11,11.12,118.68,1.42,100,0,0,1319.69
SYBRQ,,,,,0.01,,,,108.96,0,,,,0,1.814,1.80999,10.86999,,1.7,0.03,0.0009,12.15,,,,,0.01
SYBT,0.92,1.19,8.36,13.05,11.32,1.27,13.25,1.1,119.28,101.33,13.6,0.2,2.71909,0.72,27.614,23.6,41,0.43,0.54,24.97,22.65,13.87,1.71,50,0,50,314.09
SYCRF,,,,,,,,,,,,,,0,,,,,1.87,0.55,0.22,59.34,,,,,13.06
SYK,3.94,12.24,16.1,19,10.68,1.22,14.43,7.69,8307,1751,20.08,0.16,32.111,0.75249,1929.19995,1345,2167,11.65,0.87,64,53.83,381.26,3.73,32,0,68,20523.44
SYKE,3.23,7.46,10.09,10.09,6.03,1.39,12.21,15.49,1169.27,0,12.87,0.04,,0,118.25599,48.34,118.83,7.39,1,22.27,15.995,44.1,1.31,62.5,0,37.5,705.33
SYMBA,,,,,,,,,0.02,0,,,,0,-0.44658,-0.44,-0.43857,,0.28,0.01,0.0001,43.84,,,,,0
SYMC,0.93,8.42,15.41,22.04,7.75,1.27,13.21,3.53,6190,1987,6.42,,,0,1770.19995,597,1642,8.15,0.87,20.42,17.97,729.44,1.36,25.93,0,74.07,13108.11
SYMM,5.08,5.94,7.18,7.37,12.18,,17.09,0.51,208.15,5.21,4.37,0.01,,0,19.43099,1.41999,14.73999,27.69,1.09,6.5,5.47,42.07,0.32,0,0,100,230.11
SYMSQ,1.29,-9.05,-16.37,-18.7,,,,,445.13,30.19,10.44,,,0,-10.22001,-32.85,-35.8,,0.93,12.81,10.99,14.45,-1.66,,,,158.78
SYMX,2.9,-16.7,-18.2,-19,,,,108.5,10.16,4.69,1.74,-1.52,,0,-12.84301,-15.46001,-12.30001,,1.57,4.18,1.47,50.86,-0.35,100,0,0,74.77
SYNA,4.35,12.46,16.72,16.83,15.18,1.36,19.77,19.9,598.54,2.29999,11.3,0.11,,0,74.956,63.79,84.63999,24.02,1.19,39.01,33.21,32.94,1.68,54.55,9.09,36.36,1094.04
SYNI,,,,,,,,,,,,,,0,,,,,1.44,0.05,0.0033,2.59,,,,,0.01
SYNL,4.08,5.82,7.74,8.51,9.25,,13.57,-4.09,170.57,8.64999,10.84,0.03,10.56099,0.25,8.44699,5.78999,11.53999,-23.42,1.53,15.19,12.35,6.33,0.91,,,,78.13
SYNM,14.31,-27.98,-49.72,-49.72,,,,-16.79,4.21,0,0.41,-4.02,,0,-16.72201,-16.94001,-16.72,,1.93,2.05,0.91,98.44,-0.2,,,,89.58
SYNT,4.9,21.56,26.12,26.12,15.75,1.11,17.77,16.96,642.4,0,11.79,0.19,0,0.23999,144.91499,122.84999,171.30999,21.78,1.28,61.18,54.57,41.83,3.07,27.27,9.09,63.64,2282.39
SYPR,1.34,0.75,1.77,2.25,4.68,,83.2,-11.49,335.63,10,3.02,0.02,,0,17.77,7.9,26.98999,,1.02,5.04,4.16,19.88,0.05,0,0,100,82.69
SYRG,1.05,3.13,3.9,4.04,52.21,0.8,12.56,,10,0,1.41,-1.16,,0,2.13899,-11.60001,-0.27001,,0.14,4.4,3.14,51.15,0.25,0,0,100,160.6
SYSW,4.32,1.64,2.02,2.02,8.55,0.74,20.8,,93.9,0,2.6,0.01,,0,5.874,1.12,6.96999,,0.09,6.25,1.04,48.32,0.05,50,0,50,50.25
SYT,1.73,,,,17.92,1.98,,,13268,2374,15.86,0.12,49.817,0,1788.47705,1600,2053,,0.64,71.03,67.74,472.99,,20,0,80,32040.68
SYUT,0.9,0.17,0.49,0.87,,0.22,520,-2.26,248.52,68.26,1.56,,,0,-29.22801,-40.06001,-28.4,,2.27,11.73,5.2,57.3,0.01,0,0,100,297.96
SYVC,,,,,,,,,,,,,,0,,,,,0.59,0.19,0.0053,29.83,,,,,0.16
SYX,1.86,5.7,11.36,11.53,9.27,,12.68,8.76,3682.04,7.13,12.48,0.01,,0,68.177,54.4,98.30999,-5.12,1.53,20.57,17.37,36.4,1.37,0,0,100,632.28
SYY,1.73,10.4,16.66,25.77,10.9,1.69,14.64,2.44,39323.49,2279.51,7.95,0.03,7.00969,1.02999,1567.37902,1152.03002,2348.29003,4.33,0.71,32.65,29.28,584.57,2,70,0,30,17116.18
SZBI,,,,,,,,,,,,,,0,,,,,-1.24,2.5,1.9,0.7,,,,,1.33
SZEVY,0.87,,,,2.96,,,,19446.58,11193.58984,9.31,0.04,-2.6748,0.34523,2376.38793,766.41998,2460.98999,,0.3,11.55,6.89,1020.47,,0,0,100,7031.02
SZYM,8.86,-17.5,-18.91,-20.09,,,,,38.97,14.96,4.03,-1.38,,0,-46.55401,-53.90001,-49.55,,0.31,27.03,12.75,60.34,-1.6,0,11.11,88.89,769.3
T,0.75,4.81,7.62,11.72,5.25,2.26,13.84,5.92,126723,61300,17.85,0.03,3.9625,1.72,34367.82031,3944,31538,-5.14,0.6,31.86,30.45,5928.75,2.2,62.07,3.45,34.48,180530.52
TA,1.68,2.32,7.73,7.73,2.37,,8.51,0.35,7888.86,0,11.36,0,,0,71.43399,23.56999,81.80999,,1.69,8.05,6.04,28.77,0.71,100,0,0,173.8
TAC,0.94,2.53,3.28,7.68,4.3,,16.15,0.99,2701.96,3765.6499,13.87,0.13,5.05749,1.18949,922.92498,347.10998,1210.33996,21.88,0.91,23.04,17.76,224.68,1.1,28.57,42.86,28.57,3990.26
TACT,5.67,10.86,13.98,13.98,12.65,0.71,17.1,5.49,65.97,0,3.73,0.07,,0,6.39599,4.67,8.65999,35.8,1.44,13.03,8.55,9.41,0.5,0,0,100,80.46
TAICY,,,,,,,,,72.68,0,,,26.979,0.16877,40.201,35.5,46.47,,0.01,4.01,3.2,123.51,,,,,395.22
TAIT,13.8,-2.75,-2.97,-3.13,,,,,6.8,1.5,3.88,-0.09,-27.816,0,-0.45,-0.63,-0.39,,0.52,1.6,0.95,4.78,-0.12,,,,4.54
TAL,0.95,4.28,4.88,24.47,3.99,0.84,8.83,6.43,516.69,2235.58007,16.85,0.21,15.416,1.99,288.708,109.72,435.76998,13.76,1.75,39.53,34.51,33.56,3.91,57.14,0,42.86,1158.33
TALN,1.29,4.5,12.26,,1.24,,,-2.35,41.66,0.00999,-0.66,0.02,,0,1.35,0.72,1.96,,-0.05,0.18,0.08,21.9,-0.12,,,,1.75
TAM,0.97,-2.26,-11.46,-14.45,10.11,2.84,,13.49,7568.18,1528.47998,12.71,-0.02,34.29299,1.46089,243.58399,-157.09,618.33001,,1.81,25.29,24.54,100.39,-1.36,40,20,40,2463.57
TAMB,,,,,,,,,42.15,138.66999,,,,0,-37.092,-37.62,-36.99001,,2.66,0,0.0001,3.82,,,,,0
TAOM,4.06,13.25,19.03,19.38,,1.38,11.17,,45.4,,2.81,0.43,,0,,19.48999,,,0.33,16.4,5.5867,36.42,0.5,100,0,0,203.47
TAP,1.66,5.52,7.08,8.81,6.89,1.59,10.82,-12.25,5169.9,1914.90002,48.41,0.13,18.034,1.24,941.09997,676.29998,1132.5,9.1,0.73,49.39,40.8,158.32,3.77,83.33,16.67,0,6459.62
TAROF,3.05,26.77,35.35,37.59,9.23,,11.48,13.59,505.67,27.61,14.46,0.36,,0,202.35299,183.27,230.21,,0.22,47.28,47.28,39.5,4.12,,,,1867.56
TAS,47.7,,,,,,,,,,,,,0,-6.61591,-6.79,,,0.05,2.63,2.15,42.06,,0,0,100,90.44
TASR,3.89,0.19,0.23,0.23,36.4,2.29,,1.12,90.03,0,1.48,-0.08,,0,6.28399,-7.03001,-1.16,,0.9,6.38,4.115,55.7,0,100,0,0,229.19
TAST,0.82,3.91,5.46,31.44,6.8,,19.95,0.42,822.49,272.02999,2.68,0.01,,0,47.998,11.21,67.79,2.61,2.02,15.51,14.76,23.16,0.74,0,0,100,341.84
TAT,1.26,-6.99,-10.87,-14.05,20.84,,,,129.42,78,0.48,-0.9,,0,21.059,-115.84,-18.47,,0.54,3,1.2,366.39,-0.11,66.67,0,33.33,439.67
TATT,5.34,2.33,2.96,3.05,22.74,,13.39,-3.08,85.4,4.42,9.83,-0.01,-4.55211,0,1.60899,-1.08001,-3.52,-61.43,1.02,6.32,4.15,9.07,0.31,,,,37.65
TATYY,2.04,,,,10.38,1.23,,,4232.32,1380.17004,13.27,,-0.36033,1.495,496.35998,259.85,645.72998,,0.86,45.6,44.05,116.4,,0,100,0,5127.55
TAWNF,,,,,,,,,,,,,,0,,,,,0.57,1.2,0.8,2182.77,,,,,1746.22
TAXI,50.62,2.28,2.32,7.29,15.72,,16.06,-9.6,37.23,357.76998,9.82,0.29,-2.62541,0.69999,12.133,10.76,25.65999,-12.06,1.08,12.03,10.92,17.72,0.68,,,,193.5
TAYC,0.98,0.37,1.17,10.08,12.06,4.9,,1.85,237.3,1091.88,15.06,0.38,,0,23.95299,91.11,45.63,,1.48,14.7,14.15,28.43,-0.37,75,25,0,402.26
TAYD,3.39,9.21,11.69,11.69,19.57,,18.74,4.18,20.91,0.004,5.37,0.07,,0,1.88699,1.40999,2.18,16.06,1.4,11.43,11.43,3.26,0.61,,,,37.31
TBAC,1.86,-6.17,-12.94,-12.94,,,,-8.58,123.77,0,4.56,-0.11,,0,-4.884,-13.47001,-9.14001,,1.15,2.71,1.75,7.07,-0.59,,,,12.38
TBBK,0.91,0.3,3.2,3.37,24.47,1.36,34.59,9.91,118.96,13.39999,8.18,0.07,,0,13.60799,8.90999,19,-30.28,1.52,10.63,10.03,33.1,0.29,33.33,0,66.67,331.95
TBET,14.48,,,,,,,,32.4,0,3.18,,,0,14,13.14,14.22,,0.6,4.68,1.29,14.85,,,,,19.15
TBH,,,,,,,,,,,,,-41.25501,0.26745,,,,,,0,0,210.03,,,,,0
TBHS,,,,,,,,,,,,,,0,,,,,0.5,0.01,0.003,5.79,,,,,0.02
TBI,2.5,5.5,10.15,10.15,14.12,1.77,22.45,-4.18,1316.01,0,7.32,0.02,,0,47.171,30.79,66.9,-25.32,1.86,18.12,16.61,39.88,0.74,22.22,0,77.78,662.44
TBIO,1.05,-6.79,-18.13,-56.1,,,,2.35,31.97,4.92999,0.22,-0.31,,0,-2.343,-9.78,-6.68,,1.76,1.77,0.9,71.63,-0.06,0,0,100,64.46
TBLEY,0.94,10.78,15.83,25.71,11.86,,13.93,,2378.14,1933,4.97,,-4.4879,0.66176,966.14202,709.39001,1263.81994,,0.89,18.84,17.55,652.74,1.26,,,,11455.62
TBLZ,,,,,,,,,8.33,,,,,0,,,,,0.14,1.25,0.29,22.72,,,,,6.59
TBNK,0.64,0.85,5.34,5.83,17.21,4.1,18.31,,67.84,20,19.37,0.19,,0.34,13.74899,12.77999,26.95,,0.1,21.98,21.42,11.02,1.17,50,0,50,236.09
TBOW,10.61,17.84,19.27,19.27,3.37,,4,,29.08,0,2.09,0.58,,0,13.63099,16.94,13.85,,0.19,4.7,1.48,36.81,0.37,,,,54.47
TBSI,,-13.93,-21.32,-34.38,0.01,,,,411.83,332.25,8.01,,,0,87.93,-247.76,48.41999,,1.87,2.23,0.018,30.85,-3.09,,,,0.56
TBUS,1.08,-2.79,-6.92,-12.7,0.47,,,,87.3,6.23,0.47,,,0,0.405,-1.75,2.23,,0.81,1.14,0.016,11.94,-0.19,,,,0.19
TC,2.3,4.4,5.51,7.26,5.59,,9.1,-5.46,669.1,732.79998,10.3,0.44,,0,194,292.1,379.6,12.53,2.49,12.56,6.46,168.08,0.71,40,10,50,1085.78
TCAP,15.46,7.7,7.78,13.77,11.38,0.63,9.56,41.96,63.36,239.22999,14.72,0.9,15.48299,1.33,38.55899,56.77,66,10.94,0.53,20.12,19.31,27.21,2.02,28.57,0,71.43,525.42
TCB,1.2,0.57,1.72,5.95,9.73,,16.09,-0.23,1382.39,4381.66015,11.74,0.08,-36.87201,0.2,182.574,109.38999,445.14999,-18.08,0.73,15.79,11.1,162,0.69,36.84,26.32,36.84,1798.23
TCBI,1.33,1.06,5.49,13.16,15.38,1.35,16.9,3.11,353.83,1445.46997,16.45,0.21,,0,81.54199,75.97,127.61,1.94,1.07,36.14,33.47,37.78,1.98,69.23,0,30.77,1264.33
TCBK,0.99,0.79,5.85,8.92,11.04,1.78,14.12,-2.54,145.79,113.76999,13.55,0.13,-10.073,0.36,23.51,18.59,38.36999,-22.88,1,17.71,16.24,15.98,1.15,100,0,0,259.5
TCCO,13.61,18.28,20.24,20.24,8.53,,7.99,37.77,12.1,0,7.79,0.19,,0.3,2.479,2.25999,3.67,,1.18,12.65,11.58,1.83,1.45,,,,21.16
TCEPY,,,,,,,,,,,,,31.88899,0.28382,,,,,-0.01,4.97,4.91,17,,,,,83.47
TCGN,,,,,,,,,,,,,,0,,,,,0.71,0.03,0.028,5.81,,,,,0.16
TCHC,0.53,-0.98,-3.15,-3.15,15,,,-18.96,61.16,0,7.32,-0.01,-38.301,0,2.331,-0.43001,0.40999,,0.6,4.6,4.4,7.95,-0.22,,,,34.96
TCI,0.1,-5.17,-7.02,-42.36,,,,,114.09,0,16.79,-0.41,,0,-29.29801,-46.6,-34.08001,,-0.03,3.79,2.52,8.41,-8.36,,,,21.2
TCIX,,,,,,,,,,,,,,0,,,,,-0.16,0.01,0.004,4.67,,,,,0.02
TCK,3.48,7.79,10.76,14.36,5.98,,8.26,15.76,11579.4,6756.10986,31.25,0.24,-11.50101,0.70968,3407.97094,2801.20996,5592.2998,-10.41,3.43,56.43,35.17,576.63,4.26,0,11.11,88.89,20279.9
TCL,,,,,6.64,,,,2556,969,,,-20.75901,0.07123,186.279,-182,375,,0.72,11.65,8.68,142.5,,0,100,0,1236.9
TCLRY,1.14,,,,15.53,,,,4627.14,1729.84997,0.96,-0.1,,0,30.83499,-451.26001,271.6,,2.66,7.62,2.14,223.76,,,,,478.84
TCO,0.03,7.11,,,12.96,4.95,25.72,1.84,644.92,0,-5.88,0.3,2.93499,1.7625,324.035,192.86999,350.91,0.59,1.64,73.49,72.53,58.06,2.82,70,10,20,4210.95
TCOR,,,,,,,,,,,,,,0,,,,,-0.2,0.34,0.166,18.61,,,,,3.09
